rcid,year,n_postings
118750,2025,15
118750,2026,9
118916,2024,1
118916,2025,6
119277,2024,3
119277,2025,5
119618,2021,4
119618,2022,1
119618,2023,3
119622,2023,1
119622,2024,2
119622,2025,7
119752,2023,1
120070,2024,5
120286,2021,6
120286,2022,4
120286,2023,12
120286,2024,6
120693,2023,1
120693,2024,4
120859,2025,3
120859,2026,2
120878,2023,3
120878,2024,2
121076,2023,1
121076,2024,1
121106,2025,1
121344,2020,1
121344,2021,1
121344,2022,2
121418,2025,15
121872,2022,2
121892,2022,1
121892,2023,3
121892,2024,2
121892,2025,2
121892,2026,1
122234,2024,4
122256,2026,6
122502,2024,1
122881,2025,2
122896,2023,1
122917,2021,124
122917,2022,83
123007,2025,1
123037,2021,1
123037,2022,1
123093,2023,1
123093,2024,6
123093,2025,2
123106,2023,2
123106,2025,1
123165,2022,2
123165,2023,8
123165,2026,2
123390,2024,2
123817,2025,22
123817,2026,9
123960,2023,1
124118,2025,3
124192,2022,1
124546,2021,3
124546,2022,1
124546,2023,10
124546,2024,16
124546,2025,12
124622,2022,1
124622,2023,4
124622,2024,1
124622,2025,2
124622,2026,2
124768,2023,1
124768,2024,1
124768,2025,4
124768,2026,2
125105,2021,3
125105,2022,6
125105,2023,4
125105,2025,2
125105,2026,4
125360,2022,3
125360,2023,4
125360,2024,5
125360,2025,13
125360,2026,1
125507,2023,6
125507,2024,2
125844,2022,1
125844,2023,3
125844,2024,1
125856,2023,3
125856,2024,3
125856,2025,13
125856,2026,5
125902,2024,1
126161,2025,5
126454,2021,2
126454,2022,2
126465,2021,2
126481,2025,16
126583,2023,2
126583,2024,1
126583,2026,1
126841,2025,3
127145,2026,1
127239,2023,3
127239,2024,4
127239,2025,3
127330,2024,1
127829,2021,5
127829,2022,8
127829,2023,4
127829,2024,3
127829,2025,3
127829,2026,2
128327,2025,1
128850,2023,4
128850,2024,1
128850,2025,7
128876,2026,3
128960,2024,1
129131,2024,1
129359,2023,2
129685,2023,2
129860,2024,1
130126,2022,1
130126,2024,3
130182,2024,1
130278,2026,13
130509,2025,5
130971,2023,9
130971,2024,4
130972,2023,4
130972,2024,3
130972,2025,4
131126,2021,1
131126,2022,1
131126,2023,9
131126,2024,7
131126,2025,10
131126,2026,1
131587,2022,2
131587,2023,1
131587,2024,1
131678,2021,1
132157,2023,1
132192,2023,5
132192,2024,4
132225,2020,1
132225,2021,13
132225,2023,2
132225,2024,4
132225,2025,19
132225,2026,13
132411,2021,3
132411,2023,1
132534,2024,1
132969,2021,7
132969,2022,7
132969,2023,15
132969,2024,8
132969,2025,13
132969,2026,2
133218,2025,2
133903,2025,2
134027,2025,2
134458,2022,4
134459,2025,1
134534,2022,1
134758,2023,1
135209,2022,1
135399,2022,1
135399,2023,4
135399,2024,3
135399,2025,2
135607,2025,1
135674,2021,2
135837,2021,2
136029,2024,2
136087,2023,1
136358,2023,1
136358,2024,1
136387,2023,1
136438,2024,6
136438,2025,1
136517,2021,1
136517,2022,2
136820,2023,1
136878,2023,1
136878,2024,2
136878,2025,6
137296,2021,2
137296,2022,5
137296,2023,8
137296,2024,16
137296,2025,13
137296,2026,2
137507,2023,2
137507,2024,1
137507,2026,1
137523,2025,11
137704,2025,1
137833,2024,2
137833,2025,4
137861,2022,6
137861,2023,35
137861,2024,49
137861,2025,59
137861,2026,13
138367,2024,1
138497,2024,6
138497,2025,3
138497,2026,1
138674,2024,2
138784,2025,4
139059,2023,1
139059,2024,2
139214,2024,1
139214,2025,2
139236,2024,2
139334,2025,5
139352,2023,1
139408,2025,3
139408,2026,3
139579,2022,3
139579,2023,4
139579,2024,5
139675,2021,8
139725,2024,1
139725,2025,1
139978,2021,2
139978,2022,33
139978,2023,112
139978,2024,83
139978,2025,48
139978,2026,8
140019,2021,1
140225,2025,1
140327,2026,1
140385,2022,2
140497,2024,2
140497,2025,1
140674,2022,1
140674,2023,3
140674,2024,1
140835,2021,1
140835,2022,2
140835,2023,3
140835,2024,5
140835,2025,3
140919,2021,1
141086,2023,1
141086,2025,1
141756,2023,9
141812,2022,1
141899,2022,1
141902,2024,13
141902,2025,21
141902,2026,2
142229,2025,2
142978,2022,1
143035,2024,1
143430,2023,2
143430,2024,4
143430,2026,1
143496,2024,5
143691,2024,1
143691,2025,1
143855,2020,2
143855,2021,3
143855,2022,2
143855,2023,7
143855,2024,5
143855,2025,4
143855,2026,1
144131,2021,1
144312,2019,2
144312,2025,1
144359,2024,870
144359,2025,198
144359,2026,46
144497,2024,1
144497,2025,10
144537,2026,1
144640,2022,1
144788,2020,2
144788,2021,15
144788,2022,18
144788,2023,23
144788,2024,18
144788,2025,6
145075,2025,2
145306,2024,2
145306,2025,1
145715,2024,7
145715,2025,3
145715,2026,3
146162,2021,80
146162,2022,51
146162,2023,68
146162,2024,61
146162,2025,11
146162,2026,1
146192,2024,2
146222,2020,4
146222,2021,15
146222,2022,33
146222,2023,16
146222,2024,4
146240,2020,1
146240,2021,5
146240,2022,6
146240,2023,13
146240,2024,4
146240,2025,16
146240,2026,2
146446,2025,7
146446,2026,1
146822,2022,3
146947,2024,2
147538,2022,1
147538,2023,1
147538,2024,1
147538,2025,3
147542,2023,2
147542,2024,2
147871,2022,4
147871,2024,15
147871,2025,9
148641,2023,9
148641,2024,8
148641,2026,2
148736,2024,5
148736,2025,5
148856,2023,13
148856,2024,10
148983,2024,1
148983,2025,1
148983,2026,1
149018,2023,24
149130,2024,1
149130,2025,8
149339,2025,5
149419,2024,1
149500,2024,1
149592,2020,1
149592,2021,1
149592,2022,1
149592,2023,2
149592,2024,5
149592,2025,1
149607,2022,1
149607,2023,1
149607,2024,3
150130,2023,1
150173,2026,1
150317,2025,1
150694,2021,2
150694,2022,3
150694,2023,9
150694,2024,1
150694,2026,1
150836,2025,14
150899,2023,1
151099,2024,1
151646,2016,1
151646,2019,1
151646,2021,2
151646,2023,14
151646,2024,20
151646,2025,31
151793,2020,2
151793,2021,1
151961,2023,4
151961,2024,4
151961,2025,1
152169,2024,1
152174,2024,2
152247,2025,26
152247,2026,3
152435,2023,1
152435,2024,1
152628,2025,7
152727,2024,1
153205,2024,5
153205,2025,12
153205,2026,1
153768,2024,1
153768,2025,13
153768,2026,2
153838,2021,1
154034,2023,3
154134,2020,7
154134,2021,14
154134,2022,3
154134,2023,13
154134,2024,26
154134,2025,13
154134,2026,4
154173,2021,5
154173,2022,10
154173,2023,6
154235,2021,1
154235,2025,4
154235,2026,1
154589,2021,4
154589,2022,4
154589,2025,10
154611,2021,10
154611,2022,49
154611,2023,44
154611,2024,48
154611,2025,56
154611,2026,7
154670,2025,19
154670,2026,9
154708,2021,3
154727,2026,4
155050,2025,1
155403,2024,1
155496,2025,1
155688,2025,3
155921,2025,2
156395,2025,1
156431,2021,8
156663,2024,3
156939,2026,3
156948,2026,2
157031,2022,8
157128,2022,7
157586,2023,3
157586,2024,7
157694,2022,7
157694,2024,1
157694,2025,3
157920,2021,3
157920,2022,1
157920,2023,2
158039,2021,1
158230,2022,1
158323,2023,1
158707,2022,2
159346,2022,4
159346,2023,13
159346,2024,14
159346,2025,14
159346,2026,1
159379,2022,8
159379,2023,19
159379,2024,14
159379,2025,26
159379,2026,1
159557,2021,1
159557,2024,2
159557,2025,24
159557,2026,2
159584,2023,11
159620,2025,1
159904,2024,1
160134,2020,14
160134,2021,204
160134,2022,748
160134,2023,1255
160134,2024,307
160134,2025,251
160134,2026,22
160174,2020,2
160174,2021,10
160174,2022,56
160174,2023,39
160174,2024,28
160174,2025,16
160174,2026,2
160221,2024,1
160221,2025,1
160351,2024,2
160401,2025,2
160421,2025,1
160784,2024,3
160784,2025,5
160784,2026,2
160946,2025,2
160946,2026,2
161180,2023,4
161187,2024,1
161289,2021,1
161289,2024,2
161289,2025,1
161289,2026,1
161452,2019,1
161452,2020,1
161452,2021,5
161452,2022,7
161452,2023,3
161452,2024,21
161452,2025,5
161607,2024,4
161607,2025,7
161607,2026,2
161811,2020,6
161811,2021,1
161811,2023,10
161811,2024,2
161928,2025,1
162103,2025,66
162103,2026,4
162217,2025,8
162217,2026,2
162272,2023,4
162272,2024,2
162272,2025,2
162310,2025,3
162360,2021,4
162360,2022,9
162360,2023,4
162360,2024,5
162360,2025,9
162360,2026,3
162544,2024,4
162544,2025,3
162878,2021,1
163080,2023,3
163176,2021,2
163188,2020,1
163188,2021,36
163188,2022,58
163188,2023,68
163188,2024,96
163188,2025,218
163188,2026,27
163286,2024,1
163286,2025,5
163509,2021,1
163509,2022,5
163509,2023,68
163509,2024,24
163509,2025,12
163525,2023,1
163525,2024,3
163525,2025,1
163885,2022,1
163971,2022,17
163971,2024,4
163971,2025,14
163971,2026,4
164018,2024,1
164162,2024,2
164234,2023,1
164557,2024,2
164905,2022,3
165305,2024,2
165305,2025,3
165737,2020,1
165737,2021,4
165737,2022,3
165737,2023,1
165737,2024,9
165737,2025,5
165740,2025,2
165744,2025,1
165816,2021,38
165816,2022,128
165816,2023,185
165816,2024,41
165816,2025,8
165816,2026,1
165821,2021,2
165922,2022,1
166047,2023,3
166133,2020,3
166133,2021,2
166133,2022,8
166133,2023,1
166133,2024,4
166133,2025,3
166133,2026,1
166182,2022,368
166182,2023,146
166182,2025,31
166182,2026,4
166241,2020,7
166241,2021,23
166241,2022,17
166241,2023,23
166241,2024,40
166241,2025,27
166241,2026,5
167042,2021,8
167042,2022,2
167065,2025,1
167529,2022,3
167546,2024,1
167546,2025,6
167546,2026,2
168157,2021,1
168277,2021,3
168810,2022,2
168810,2023,14
168810,2024,3
168810,2025,3
168815,2023,1
168815,2024,16
168815,2025,14
168815,2026,1
168934,2025,5
168934,2026,2
169000,2025,1
169242,2023,1
169242,2024,1
169355,2022,1
169360,2020,1
169360,2021,24
169360,2022,236
169360,2023,189
169360,2024,270
169360,2025,328
169360,2026,104
169410,2021,3
169410,2022,6
169410,2023,11
169410,2024,4
169434,2022,1
169502,2024,3
169726,2024,6
169726,2025,26
169726,2026,5
169754,2025,261
169754,2026,41
169898,2021,1
169898,2022,1
169901,2023,5
169901,2024,1
169901,2025,2
169928,2024,1
169928,2025,2
169939,2020,3
169939,2021,37
169939,2022,73
169939,2023,149
169939,2024,260
169939,2025,171
169939,2026,18
169957,2021,1
169978,2021,1
170015,2025,5
170120,2023,1
170478,2023,1
170478,2024,1
170610,2023,5
170610,2024,12
171146,2025,1
171153,2023,1
171328,2021,1
171328,2022,11
171328,2023,12
171328,2024,9
171328,2025,6
171451,2024,15
171451,2025,11
171504,2025,1
171670,2023,1
171670,2024,12
171670,2025,11
171670,2026,2
171783,2023,1
172146,2023,1
172146,2024,2
172247,2022,1
172286,2023,3
172286,2024,1
172286,2025,6
172880,2021,1
172880,2022,40
172880,2023,103
172880,2024,110
172880,2025,180
172880,2026,7
173096,2025,4
173307,2024,1
173583,2024,2
173583,2025,12
173666,2022,3
173666,2023,3
173666,2024,2
173666,2025,5
173871,2021,1
173871,2022,2
173976,2024,1
173996,2025,5
173998,2025,2
173998,2026,3
174232,2022,5
174232,2023,5
174462,2021,3
174462,2022,11
174462,2023,26
174462,2024,8
174462,2025,8
174587,2025,1
174820,2021,6
174820,2022,6
174820,2023,14
174820,2024,6
174820,2025,21
174957,2021,2
174957,2022,64
174957,2023,155
174957,2024,236
174957,2025,293
174957,2026,112
174981,2020,2
174981,2022,5
174981,2024,2
174981,2025,1
174981,2026,2
175030,2024,9
175030,2025,17
175030,2026,1
175212,2025,2
175433,2025,9
175813,2021,1
175813,2022,1
175813,2025,1
176462,2023,3
176730,2025,1
176770,2022,1
176770,2024,3
176949,2024,1
177243,2023,5
177482,2026,2
177534,2024,3
177787,2024,2
178138,2021,1
178138,2022,2
178138,2023,2
178138,2024,3
178138,2025,3
179654,2025,1
179725,2024,12
179866,2022,7
179866,2023,24
179866,2024,17
179866,2025,8
179866,2026,2
179954,2024,1
180164,2023,1
180164,2024,1
180527,2025,1
180563,2025,3
180932,2021,9
180932,2022,16
180932,2023,18
180932,2024,4
180932,2025,4
180932,2026,2
180957,2023,1
181027,2023,1
181027,2025,1
181149,2025,1
181528,2022,8
181528,2023,5
181528,2024,2
181528,2025,1
181671,2020,1
181671,2021,1
181671,2022,5
181671,2023,7
181671,2024,2
181671,2025,1
181671,2026,2
182065,2021,16
182065,2022,11
182065,2023,10
182065,2024,11
182065,2025,10
182065,2026,3
182092,2024,22
182092,2025,64
182092,2026,6
182182,2022,1
182255,2021,2
182472,2024,1
182472,2025,7
182755,2025,1
182769,2021,5
182769,2022,6
182769,2023,6
182769,2024,2
182769,2025,3
182769,2026,1
183382,2020,1
183579,2024,3
183579,2025,55
183579,2026,18
183947,2024,1
183947,2025,5
184067,2025,3
184333,2022,1
184333,2024,1
184333,2025,1
184380,2022,1
184483,2024,1
184609,2025,4
184691,2022,1
184803,2025,1
184941,2021,1
185122,2021,14
185122,2022,22
185122,2023,7
185325,2022,1
185521,2022,2
185521,2024,1
185643,2024,39
185643,2025,75
185643,2026,13
185897,2021,1
185897,2022,2
185897,2023,122
185897,2024,31
185897,2025,11
185897,2026,2
185908,2023,2
185963,2021,1
185963,2023,1
185963,2025,5
185963,2026,1
185988,2022,1
185988,2023,1
186117,2025,2
186310,2025,2
186322,2020,1
186322,2021,1
186322,2022,2
186322,2023,2
186322,2024,3
186322,2025,2
186486,2024,1
186542,2025,3
186557,2022,1
186662,2020,1
186662,2021,7
186662,2022,16
186662,2023,2
187061,2024,9
187106,2020,5
187106,2021,30
187106,2022,65
187106,2023,109
187106,2024,120
187106,2025,216
187106,2026,48
187143,2023,1
187177,2026,1
187339,2022,1
187772,2020,1
187772,2022,2
187772,2025,1
187828,2024,4
187828,2026,1
188011,2022,12
188011,2023,5
188011,2024,65
188011,2025,392
188011,2026,44
188574,2025,2460
188832,2025,2
188941,2024,3
188941,2025,1
188943,2020,2
189209,2022,1
189209,2024,2
189209,2025,20
189266,2025,1
189569,2025,4
189649,2022,1
189649,2023,3
189691,2024,1
189777,2025,10
189990,2025,1
190509,2025,1
190561,2022,1
190572,2021,7
190572,2022,12
190572,2023,3
190572,2024,2
190657,2022,36
190657,2023,82
190657,2024,32
190657,2025,23
190829,2025,2
191093,2021,1
191187,2024,1
191445,2021,3
191445,2022,15
191445,2023,21
191445,2024,41
191445,2025,24
191445,2026,2
191585,2025,1
191951,2023,6
191951,2025,2
192093,2021,1
192093,2023,11
192093,2024,2
192292,2025,3
192292,2026,1
192384,2024,13
192384,2025,6
192679,2024,1
192679,2026,2
192728,2021,3
192728,2022,5
192728,2023,16
192728,2024,7
192728,2025,6
192759,2021,8
192759,2022,18
192759,2023,14
192759,2024,27
192759,2025,22
192759,2026,9
192810,2021,2
192810,2022,9
192810,2023,12
192810,2024,24
192810,2025,15
192810,2026,4
192857,2022,6
192857,2023,4
192857,2024,2
193131,2022,2
193139,2022,1
193319,2021,2
193319,2022,3
193319,2023,12
193319,2024,32
193319,2025,7
193319,2026,1
193359,2021,2
193359,2023,6
193359,2024,6
193359,2025,1
193785,2024,1
193879,2022,13
193879,2023,1
193879,2024,1
193879,2025,21
194001,2024,1
194522,2021,1
194522,2023,2
194522,2024,4
194522,2025,37
194522,2026,2
194530,2024,1
194530,2025,8
194530,2026,1
194608,2022,1
194630,2024,14
194630,2025,11
194630,2026,11
194667,2023,30
194667,2024,10
194667,2025,25
194667,2026,3
194733,2021,1
194734,2022,1
194777,2023,2
194911,2024,1
195121,2023,3
195121,2025,1
195165,2021,10
195165,2022,47
195165,2023,19
195165,2024,5
195165,2025,5
195222,2021,1
195270,2023,2
195355,2023,2
195355,2024,2
195355,2025,3
195363,2022,1
195366,2025,5
195366,2026,14
195396,2020,2
195396,2021,26
195396,2022,67
195396,2023,41
195396,2024,82
195396,2025,53
195396,2026,11
195523,2025,2
195572,2021,7
195854,2025,12
195887,2021,7
195887,2022,12
195887,2023,19
195887,2024,3
195887,2025,16
195887,2026,6
196031,2020,1
196031,2021,1
196031,2023,1
196091,2021,12
196091,2022,9
196091,2024,8
196290,2024,26
196290,2025,242
196290,2026,3
196298,2020,1
196298,2021,8
196298,2022,9
196298,2023,19
196298,2024,9
196298,2025,10
196582,2024,2
196582,2025,89
196582,2026,39
196632,2024,1
196632,2025,3
196636,2020,2
196636,2021,2
196636,2022,3
196636,2023,7
196636,2024,2
196636,2025,5
196752,2023,1
196752,2025,1
196813,2024,22
196856,2023,1
196914,2022,2
196914,2023,8
196914,2024,8
196914,2025,2
196939,2024,1
197013,2020,2
197045,2021,1
197219,2021,2
197273,2020,6
197273,2021,44
197273,2022,53
197273,2023,28
197273,2024,13
197273,2025,37
197273,2026,4
197537,2023,5
197537,2024,49
197537,2025,26
197537,2026,7
197596,2023,1
197643,2022,1
197643,2023,2
197643,2024,42
197643,2025,93
197643,2026,79
197873,2023,3
198090,2025,6
198125,2020,3
198125,2021,3
198125,2022,1
198125,2023,10
198125,2024,15
198125,2025,5
198125,2026,3
198354,2023,1
198354,2024,1
198482,2024,1
198482,2025,2
198752,2022,1
198752,2023,1
198752,2024,1
198789,2022,1
198789,2023,2
198789,2024,8
198789,2025,13
198789,2026,2
198868,2025,4
199229,2022,2
199320,2024,1
199380,2022,4
199380,2023,34
199380,2024,34
199380,2025,36
199504,2021,2
199535,2024,1
199535,2026,2
199785,2021,1
199785,2023,21
199785,2024,13
199785,2025,2
200345,2021,3
200345,2022,2
200455,2021,13
200455,2022,7
200455,2023,5
200455,2024,8
200455,2025,5
200455,2026,1
200513,2018,1
200513,2019,6
200513,2020,3
200861,2026,1
201105,2024,2
202064,2023,4
202067,2026,1
202361,2025,4
202361,2026,8
202585,2022,1
202585,2025,1
202847,2024,1
202973,2023,1
203009,2023,1
203009,2024,3
203009,2025,2
203009,2026,1
203034,2025,2
203205,2025,21
203205,2026,3
203813,2023,1
203966,2022,1
204139,2022,4
204139,2023,15
204139,2024,4
204139,2025,1
204224,2024,1
204293,2022,22
204293,2023,13
204293,2024,25
204293,2025,8
204293,2026,4
204312,2020,4
204312,2021,17
204312,2022,10
204312,2023,26
204312,2024,12
204312,2025,5
204474,2021,1
204474,2022,13
204474,2023,13
204474,2024,6
204474,2025,3
204474,2026,1
205254,2021,1
205254,2022,2
205526,2022,2
205526,2023,19
205526,2024,2
205526,2025,17
205526,2026,7
205547,2020,2
205547,2021,10
205547,2022,16
205547,2023,2
205547,2025,2
205547,2026,1
205811,2024,5
205811,2025,10
205853,2023,1
205853,2024,1
205929,2024,1
206033,2023,2
206033,2024,1
206208,2020,1
206208,2021,2
206208,2022,6
206208,2023,6
206208,2024,15
206208,2025,9
206208,2026,1
206322,2025,21
206421,2022,3
206421,2023,2
206421,2025,25
206421,2026,5
206467,2023,1
206467,2025,1
206652,2025,1
206652,2026,4
206804,2022,2
206804,2023,1
206804,2025,2
206989,2022,1
206989,2024,2
207053,2021,1
207187,2020,1
207187,2021,17
207187,2022,29
207187,2023,219
207187,2024,138
207187,2025,76
207187,2026,12
207204,2024,1
207204,2025,2
207204,2026,1
207401,2021,1
207401,2022,3
207607,2022,1
207897,2022,1
208161,2022,3
208161,2023,9
208161,2024,4
208161,2025,3
208167,2022,1
208311,2025,5
208351,2022,1
208483,2020,5
208483,2021,3
208483,2025,3
208520,2022,2
208625,2022,2
208653,2021,1
208755,2023,1
208835,2025,1
208933,2022,5
209028,2020,1
209077,2024,1
209077,2025,4
209219,2026,5
209313,2022,2
209313,2023,7
209313,2024,2
209313,2025,4
209313,2026,1
209367,2022,2
209516,2023,1
209543,2022,1
209884,2025,1
210125,2024,1
210138,2022,4
210289,2024,1
210330,2025,1
210372,2025,25
210372,2026,9
210430,2022,1
210481,2025,3
210515,2021,1
210515,2022,1
210546,2021,2
210546,2024,1
210546,2026,1
210672,2023,1
210672,2024,1
210761,2023,1
210773,2024,1
210861,2022,1
210861,2024,3
210861,2025,4
211020,2025,1
211245,2024,4
211245,2025,1
211280,2021,2
211280,2022,6
211280,2023,3
211280,2025,11
211280,2026,1
211321,2022,1
211599,2026,1
211722,2024,1
211722,2025,1
211934,2026,1
211992,2022,1
212055,2021,1
212693,2024,7
212813,2021,3
212813,2025,18
212813,2026,3
212987,2024,2
213366,2022,3
213992,2024,1
214049,2023,1
214506,2025,10
214649,2025,2
214649,2026,1
214924,2023,10
214924,2024,5
215032,2023,5
215067,2025,1
215125,2024,2
215425,2022,12
215425,2023,9
215425,2024,8
215425,2025,17
215425,2026,1
215523,2021,1
215745,2023,1
215745,2025,2
215745,2026,1
216783,2025,2
216982,2025,1
217407,2022,25
217407,2023,9
217407,2024,1
217407,2025,2
217553,2024,1
217553,2025,192
217553,2026,17
217562,2024,1
217802,2022,1
218121,2024,1
218121,2025,3
218346,2023,2
218378,2022,1
218378,2023,1
218378,2024,1
218472,2022,2
218472,2023,2
218759,2022,1
218759,2025,3
218775,2020,19
218775,2021,32
218775,2022,17
218775,2023,18
218775,2024,8
218775,2025,3
218775,2026,1
219789,2021,10
219789,2024,1
220127,2021,2
220176,2025,7
220176,2026,1
220258,2024,1
220528,2025,1
220539,2025,13
220821,2024,1
220835,2021,4
220835,2022,8
220835,2023,19
220835,2024,10
220835,2025,4
220835,2026,2
220889,2022,3
221146,2023,2
221175,2020,1
221175,2021,22
221175,2022,42
221175,2023,45
221175,2024,18
221175,2025,25
221175,2026,2
221243,2023,7
221297,2022,3
221297,2023,25
221297,2024,34
221297,2025,20
221297,2026,5
221910,2021,8
221910,2022,1
221910,2026,1
221958,2021,1
221958,2023,1
222132,2020,2
222132,2021,25
222132,2022,64
222132,2023,41
222132,2024,26
222132,2025,11
222254,2024,1
222466,2025,16
222466,2026,1
223203,2021,2
223203,2022,2
223203,2023,2
223203,2024,2
223203,2025,5
223203,2026,2
223426,2022,2
223426,2026,1
223433,2023,2
223433,2024,1
223439,2024,14
223675,2020,2
223675,2021,6
223675,2022,2
223675,2023,1
223834,2025,1
223974,2023,2
223974,2025,3
224103,2021,1
224279,2022,7
224279,2023,3
224279,2024,5
224404,2023,5
224404,2024,2
224404,2025,2
224462,2026,1
224783,2023,5
224783,2024,4
224783,2025,9
224783,2026,1
225252,2024,1
225252,2025,1
225400,2022,6
225400,2023,1
225653,2022,5
225653,2023,3
225653,2024,1
226332,2022,1
226485,2023,2
226485,2024,2
226485,2025,2
226641,2022,1
226641,2023,6
226641,2024,1
226652,2022,1
226652,2025,18
226652,2026,2
226662,2020,1
226662,2021,1
226662,2022,2
226662,2023,2
226662,2024,6
226662,2025,12
226662,2026,1
227012,2025,1
227035,2024,9
227035,2025,4
227054,2021,1
227054,2022,3
227054,2023,11
227054,2024,16
227054,2025,13
227054,2026,2
228086,2025,4
228141,2022,1
228249,2025,1
228451,2022,4
228451,2023,3
228522,2025,2
228522,2026,1
228597,2025,4
228768,2025,2
228878,2023,1
228878,2024,2
229016,2021,1
229040,2020,1
229184,2024,7
229184,2025,7
229224,2024,3
229224,2025,3
229373,2024,10
229666,2024,1
229666,2025,1
229898,2024,3
229920,2022,1
231226,2025,2
231509,2025,1
231521,2024,1
231521,2025,2
231714,2023,2
231789,2024,1
231858,2021,1
231874,2021,9
231874,2022,39
231874,2023,80
231874,2024,46
231874,2025,65
231874,2026,16
231886,2021,1
231886,2022,1
231942,2025,2
232005,2021,3
232012,2025,3
232088,2023,2
232088,2024,2
232088,2025,7
232117,2024,1
232205,2022,15
232205,2023,5
232205,2024,22
232205,2025,16
232281,2025,3
232318,2021,4
232318,2022,4
232318,2023,8
232521,2022,1
232523,2025,2
232841,2024,1
233062,2022,1
233062,2024,1
233062,2025,11
233062,2026,1
233402,2023,28
233402,2024,4
233459,2020,2
233459,2021,11
233459,2022,53
233459,2023,1
233459,2024,5
233459,2025,7
233459,2026,3
233467,2021,1
233467,2024,7
233467,2025,18
233467,2026,12
233715,2026,1
233841,2025,1
234078,2025,2
234157,2022,1
234252,2022,2
234352,2018,1
234352,2021,7
234352,2022,7
234352,2023,2
234352,2024,1
234352,2025,8
234743,2020,13
234743,2021,46
234743,2022,71
234743,2023,79
234743,2024,96
234743,2025,174
234743,2026,27
234936,2025,1
234936,2026,1
234994,2024,1
234994,2025,3
234994,2026,1
235073,2021,1
235073,2024,1
235255,2020,1
235255,2021,2
235255,2022,7
235255,2023,10
235255,2024,6
235255,2025,5
